	unsorted	sorted
9789	[3, 15, 30, 35, 25]	[3, 15, 25, 30, 35]
9790	[10, 12, 7, 24, 18]	[7, 10, 12, 18, 24]
9791	[6, 6, 16, 8, 32]	[6, 6, 8, 16, 32]
9792	[2, 10, 8, 15, 36]	[2, 8, 10, 15, 36]
9793	[6, 4, 6, 24, 15]	[4, 6, 6, 15, 24]
9794	[5, 20, 16, 12, 18]	[5, 12, 16, 18, 20]
9795	[5, 16, 10, 5, 24]	[5, 5, 10, 16, 24]
9796	[2, 16, 8, 16, 16]	[2, 8, 16, 16, 16]
9797	[3, 6, 30, 6, 16]	[3, 6, 6, 16, 30]
9798	[2, 16, 24, 24, 15]	[2, 15, 16, 24, 24]
9799	[10, 3, 35, 8, 8]	[3, 8, 8, 10, 35]
9800	[2, 3, 3, 24, 35]	[2, 3, 3, 24, 35]
9801	[25, 18, 12, 8, 28]	[8, 12, 18, 25, 28]
9802	[10, 9, 20, 10, 28]	[9, 10, 10, 20, 28]
9803	[3, 12, 21, 21, 30]	[3, 12, 21, 21, 30]
9804	[8, 25, 12, 40, 20]	[8, 12, 20, 25, 40]
9805	[20, 10, 4, 24, 20]	[4, 10, 20, 20, 24]
9806	[8, 15, 24, 32, 12]	[8, 12, 15, 24, 32]
9807	[3, 8, 4, 5, 25]	[3, 4, 5, 8, 25]
9808	[12, 10, 6, 24, 15]	[6, 10, 12, 15, 24]
9809	[4, 6, 16, 18, 32]	[4, 6, 16, 18, 32]
9810	[2, 5, 9, 12, 5]	[2, 5, 5, 9, 12]
9811	[1, 12, 6, 32, 45]	[1, 6, 12, 32, 45]
9812	[4, 16, 30, 32, 45]	[4, 16, 30, 32, 45]
9813	[2, 2, 21, 12, 40]	[2, 2, 12, 21, 40]
9814	[15, 20, 15, 25, 12]	[12, 15, 15, 20, 25]
9815	[2, 24, 21, 14, 45]	[2, 14, 21, 24, 45]
9816	[15, 6, 30, 10, 28]	[6, 10, 15, 28, 30]
9817	[25, 4, 6, 12, 14]	[4, 6, 12, 14, 25]
9818	[10, 2, 28, 30, 28]	[2, 10, 28, 28, 30]
9819	[10, 6, 30, 18, 24]	[6, 10, 18, 24, 30]
9820	[15, 12, 35, 21, 32]	[12, 15, 21, 32, 35]
9821	[15, 8, 8, 12, 40]	[8, 8, 12, 15, 40]
9822	[9, 5, 9, 18, 18]	[5, 9, 9, 18, 18]
9823	[6, 8, 12, 6, 18]	[6, 6, 8, 12, 18]
9824	[16, 8, 25, 25, 8]	[8, 8, 16, 25, 25]
9825	[8, 18, 15, 5, 30]	[5, 8, 15, 18, 30]
9826	[5, 5, 15, 30, 16]	[5, 5, 15, 16, 30]
9827	[20, 12, 4, 21, 6]	[4, 6, 12, 20, 21]
9828	[9, 4, 6, 28, 24]	[4, 6, 9, 24, 28]
9829	[16, 5, 15, 6, 40]	[5, 6, 15, 16, 40]
9830	[10, 4, 28, 7, 32]	[4, 7, 10, 28, 32]
9831	[4, 12, 3, 5, 6]	[3, 4, 5, 6, 12]
9832	[2, 10, 10, 24, 6]	[2, 6, 10, 10, 24]
9833	[6, 30, 5, 24, 40]	[5, 6, 24, 30, 40]
9834	[8, 10, 5, 32, 27]	[5, 8, 10, 27, 32]
9835	[4, 3, 3, 18, 20]	[3, 3, 4, 18, 20]
9836	[6, 6, 9, 35, 28]	[6, 6, 9, 28, 35]
9837	[8, 9, 35, 35, 20]	[8, 9, 20, 35, 35]
9838	[2, 12, 16, 16, 32]	[2, 12, 16, 16, 32]
9839	[8, 6, 15, 14, 16]	[6, 8, 14, 15, 16]
9840	[25, 4, 15, 24, 5]	[4, 5, 15, 24, 25]
9841	[3, 12, 3, 12, 24]	[3, 3, 12, 12, 24]
9842	[5, 3, 6, 4, 32]	[3, 4, 5, 6, 32]
9843	[4, 5, 8, 6, 18]	[4, 5, 6, 8, 18]
9844	[20, 9, 8, 25, 45]	[8, 9, 20, 25, 45]
9845	[9, 6, 35, 18, 18]	[6, 9, 18, 18, 35]
9846	[1, 6, 12, 14, 25]	[1, 6, 12, 14, 25]
9847	[20, 6, 20, 24, 30]	[6, 20, 20, 24, 30]
9848	[8, 3, 9, 12, 18]	[3, 8, 9, 12, 18]
9849	[20, 20, 6, 4, 24]	[4, 6, 20, 20, 24]
9850	[12, 18, 20, 12, 27]	[12, 12, 18, 20, 27]
9851	[15, 15, 12, 40, 18]	[12, 15, 15, 18, 40]
9852	[4, 8, 24, 8, 8]	[4, 8, 8, 8, 24]
9853	[16, 4, 12, 28, 28]	[4, 12, 16, 28, 28]
9854	[5, 25, 15, 35, 18]	[5, 15, 18, 25, 35]
9855	[6, 6, 3, 8, 25]	[3, 6, 6, 8, 25]
9856	[12, 8, 12, 16, 14]	[8, 12, 12, 14, 16]
9857	[8, 12, 15, 7, 32]	[7, 8, 12, 15, 32]
9858	[15, 5, 5, 32, 15]	[5, 5, 15, 15, 32]
9859	[2, 15, 12, 20, 18]	[2, 12, 15, 18, 20]
9860	[6, 15, 20, 12, 21]	[6, 12, 15, 20, 21]
9861	[1, 18, 9, 24, 20]	[1, 9, 18, 20, 24]
9862	[4, 3, 15, 21, 20]	[3, 4, 15, 20, 21]
9863	[4, 12, 35, 28, 16]	[4, 12, 16, 28, 35]
9864	[16, 20, 20, 6, 9]	[6, 9, 16, 20, 20]
9865	[6, 6, 6, 20, 18]	[6, 6, 6, 18, 20]
9866	[5, 9, 20, 7, 28]	[5, 7, 9, 20, 28]
9867	[4, 12, 10, 12, 20]	[4, 10, 12, 12, 20]
9868	[4, 2, 20, 5, 6]	[2, 4, 5, 6, 20]
9869	[4, 12, 12, 25, 12]	[4, 12, 12, 12, 25]
9870	[20, 20, 24, 24, 9]	[9, 20, 20, 24, 24]
9871	[25, 4, 28, 35, 25]	[4, 25, 25, 28, 35]
9872	[12, 4, 12, 16, 25]	[4, 12, 12, 16, 25]
9873	[8, 16, 21, 16, 10]	[8, 10, 16, 16, 21]
9874	[10, 2, 16, 4, 12]	[2, 4, 10, 12, 16]
9875	[2, 20, 5, 8, 36]	[2, 5, 8, 20, 36]
9876	[25, 10, 16, 15, 24]	[10, 15, 16, 24, 25]
9877	[8, 3, 7, 28, 27]	[3, 7, 8, 27, 28]
9878	[4, 12, 12, 30, 16]	[4, 12, 12, 16, 30]
9879	[2, 10, 6, 24, 36]	[2, 6, 10, 24, 36]
9880	[12, 20, 12, 15, 40]	[12, 12, 15, 20, 40]
9881	[1, 8, 16, 5, 35]	[1, 5, 8, 16, 35]
9882	[2, 6, 12, 24, 10]	[2, 6, 10, 12, 24]
9883	[10, 16, 15, 21, 28]	[10, 15, 16, 21, 28]
9884	[15, 6, 10, 5, 24]	[5, 6, 10, 15, 24]
9885	[4, 6, 4, 16, 5]	[4, 4, 5, 6, 16]
9886	[9, 8, 18, 18, 18]	[8, 9, 18, 18, 18]
9887	[10, 4, 4, 15, 21]	[4, 4, 10, 15, 21]
9888	[8, 6, 30, 18, 18]	[6, 8, 18, 18, 30]
9889	[4, 24, 6, 7, 10]	[4, 6, 7, 10, 24]
9890	[6, 15, 15, 8, 12]	[6, 8, 12, 15, 15]
9891	[6, 6, 12, 12, 32]	[6, 6, 12, 12, 32]
9892	[8, 25, 18, 14, 10]	[8, 10, 14, 18, 25]
9893	[25, 4, 12, 14, 9]	[4, 9, 12, 14, 25]
9894	[2, 8, 14, 5, 7]	[2, 5, 7, 8, 14]
9895	[10, 15, 35, 28, 36]	[10, 15, 28, 35, 36]
9896	[15, 16, 5, 6, 28]	[5, 6, 15, 16, 28]
9897	[10, 20, 25, 21, 24]	[10, 20, 21, 24, 25]
9898	[5, 6, 12, 25, 24]	[5, 6, 12, 24, 25]
9899	[12, 20, 10, 18, 7]	[7, 10, 12, 18, 20]
9900	[25, 20, 30, 16, 6]	[6, 16, 20, 25, 30]
9901	[6, 16, 10, 8, 35]	[6, 8, 10, 16, 35]
9902	[10, 5, 15, 7, 9]	[5, 7, 9, 10, 15]
9903	[20, 9, 35, 18, 24]	[9, 18, 20, 24, 35]
9904	[20, 30, 30, 12, 35]	[12, 20, 30, 30, 35]
9905	[9, 12, 10, 16, 27]	[9, 10, 12, 16, 27]
9906	[2, 9, 28, 10, 27]	[2, 9, 10, 27, 28]
9907	[3, 25, 12, 10, 32]	[3, 10, 12, 25, 32]
9908	[10, 3, 4, 7, 25]	[3, 4, 7, 10, 25]
9909	[12, 20, 16, 15, 30]	[12, 15, 16, 20, 30]
9910	[5, 16, 14, 16, 6]	[5, 6, 14, 16, 16]
9911	[10, 18, 30, 16, 8]	[8, 10, 16, 18, 30]
9912	[2, 6, 18, 24, 6]	[2, 6, 6, 18, 24]
9913	[12, 8, 14, 16, 9]	[8, 9, 12, 14, 16]
9914	[10, 5, 9, 35, 5]	[5, 5, 9, 10, 35]
9915	[3, 10, 28, 16, 15]	[3, 10, 15, 16, 28]
9916	[6, 8, 16, 40, 14]	[6, 8, 14, 16, 40]
9917	[5, 8, 35, 4, 24]	[4, 5, 8, 24, 35]
9918	[9, 4, 4, 8, 21]	[4, 4, 8, 9, 21]
9919	[3, 12, 8, 15, 21]	[3, 8, 12, 15, 21]
9920	[10, 9, 25, 28, 45]	[9, 10, 25, 28, 45]
9921	[12, 8, 8, 7, 35]	[7, 8, 8, 12, 35]
9922	[20, 25, 10, 32, 36]	[10, 20, 25, 32, 36]
9923	[2, 8, 3, 12, 10]	[2, 3, 8, 10, 12]
9924	[1, 18, 12, 25, 27]	[1, 12, 18, 25, 27]
9925	[25, 12, 14, 35, 18]	[12, 14, 18, 25, 35]
9926	[10, 6, 14, 40, 28]	[6, 10, 14, 28, 40]
9927	[6, 20, 3, 10, 24]	[3, 6, 10, 20, 24]
9928	[6, 20, 28, 30, 18]	[6, 18, 20, 28, 30]
9929	[4, 10, 21, 24, 35]	[4, 10, 21, 24, 35]
9930	[1, 10, 18, 18, 28]	[1, 10, 18, 18, 28]
9931	[12, 6, 24, 21, 25]	[6, 12, 21, 24, 25]
9932	[20, 4, 18, 25, 24]	[4, 18, 20, 24, 25]
9933	[8, 20, 7, 10, 16]	[7, 8, 10, 16, 20]
9934	[10, 20, 25, 8, 32]	[8, 10, 20, 25, 32]
9935	[5, 6, 20, 20, 27]	[5, 6, 20, 20, 27]
9936	[15, 15, 20, 28, 9]	[9, 15, 15, 20, 28]
9937	[4, 20, 12, 20, 36]	[4, 12, 20, 20, 36]
9938	[4, 3, 35, 8, 6]	[3, 4, 6, 8, 35]
9939	[5, 2, 10, 21, 45]	[2, 5, 10, 21, 45]
9940	[10, 9, 15, 21, 30]	[9, 10, 15, 21, 30]
9941	[4, 8, 15, 21, 7]	[4, 7, 8, 15, 21]
9942	[4, 6, 28, 16, 24]	[4, 6, 16, 24, 28]
9943	[10, 6, 5, 35, 9]	[5, 6, 9, 10, 35]
9944	[3, 10, 16, 14, 18]	[3, 10, 14, 16, 18]
9945	[15, 20, 14, 10, 24]	[10, 14, 15, 20, 24]
9946	[20, 20, 5, 24, 7]	[5, 7, 20, 20, 24]
9947	[25, 12, 21, 40, 18]	[12, 18, 21, 25, 40]
9948	[20, 4, 20, 18, 27]	[4, 18, 20, 20, 27]
9949	[16, 6, 8, 28, 16]	[6, 8, 16, 16, 28]
9950	[8, 8, 15, 28, 24]	[8, 8, 15, 24, 28]
9951	[4, 4, 12, 24, 40]	[4, 4, 12, 24, 40]
9952	[8, 3, 6, 5, 9]	[3, 5, 6, 8, 9]
9953	[2, 12, 14, 16, 35]	[2, 12, 14, 16, 35]
9954	[5, 16, 4, 30, 16]	[4, 5, 16, 16, 30]
9955	[10, 12, 28, 24, 25]	[10, 12, 24, 25, 28]
9956	[12, 2, 30, 24, 24]	[2, 12, 24, 24, 30]
9957	[3, 20, 21, 32, 32]	[3, 20, 21, 32, 32]
9958	[2, 8, 20, 40, 18]	[2, 8, 18, 20, 40]
9959	[5, 5, 7, 5, 25]	[5, 5, 5, 7, 25]
9960	[10, 2, 20, 20, 28]	[2, 10, 20, 20, 28]
9961	[3, 30, 20, 8, 14]	[3, 8, 14, 20, 30]
9962	[25, 6, 24, 7, 35]	[6, 7, 24, 25, 35]
9963	[8, 16, 12, 30, 28]	[8, 12, 16, 28, 30]
9964	[6, 20, 12, 16, 28]	[6, 12, 16, 20, 28]
9965	[15, 20, 8, 24, 32]	[8, 15, 20, 24, 32]
9966	[4, 12, 12, 5, 16]	[4, 5, 12, 12, 16]
9967	[6, 12, 21, 20, 28]	[6, 12, 20, 21, 28]
9968	[12, 4, 6, 7, 6]	[4, 6, 6, 7, 12]
9969	[2, 12, 8, 40, 18]	[2, 8, 12, 18, 40]
9970	[1, 10, 12, 12, 45]	[1, 10, 12, 12, 45]
9971	[4, 4, 15, 7, 12]	[4, 4, 7, 12, 15]
9972	[20, 12, 5, 20, 12]	[5, 12, 12, 20, 20]
9973	[6, 30, 12, 6, 35]	[6, 6, 12, 30, 35]
9974	[5, 3, 9, 28, 27]	[3, 5, 9, 27, 28]
9975	[15, 16, 10, 8, 32]	[8, 10, 15, 16, 32]
9976	[3, 20, 16, 35, 27]	[3, 16, 20, 27, 35]
9977	[1, 25, 8, 20, 8]	[1, 8, 8, 20, 25]
9978	[15, 10, 21, 12, 45]	[10, 12, 15, 21, 45]
9979	[6, 12, 3, 4, 18]	[3, 4, 6, 12, 18]
9980	[5, 10, 14, 35, 45]	[5, 10, 14, 35, 45]
9981	[3, 10, 16, 25, 27]	[3, 10, 16, 25, 27]
9982	[3, 30, 24, 24, 35]	[3, 24, 24, 30, 35]
9983	[4, 9, 4, 6, 35]	[4, 4, 6, 9, 35]
9984	[6, 6, 3, 24, 12]	[3, 6, 6, 12, 24]
9985	[4, 4, 10, 4, 30]	[4, 4, 4, 10, 30]
9986	[2, 8, 10, 7, 25]	[2, 7, 8, 10, 25]
9987	[1, 12, 16, 32, 18]	[1, 12, 16, 18, 32]
9988	[12, 20, 35, 35, 15]	[12, 15, 20, 35, 35]
9989	[8, 6, 20, 18, 35]	[6, 8, 18, 20, 35]
9990	[16, 20, 12, 32, 28]	[12, 16, 20, 28, 32]
9991	[6, 18, 18, 28, 18]	[6, 18, 18, 18, 28]
9992	[16, 10, 7, 35, 30]	[7, 10, 16, 30, 35]
9993	[3, 8, 12, 25, 24]	[3, 8, 12, 24, 25]
9994	[20, 16, 24, 5, 35]	[5, 16, 20, 24, 35]
9995	[20, 4, 12, 20, 32]	[4, 12, 20, 20, 32]
9996	[9, 24, 35, 24, 18]	[9, 18, 24, 24, 35]
9997	[3, 10, 9, 20, 16]	[3, 9, 10, 16, 20]
9998	[6, 6, 12, 8, 9]	[6, 6, 8, 9, 12]
9999	[6, 24, 28, 32, 30]	[6, 24, 28, 30, 32]
10000	[4, 10, 4, 5, 28]	[4, 4, 5, 10, 28]
10001	[4, 9, 6, 24, 15]	[4, 6, 9, 15, 24]
10002	[4, 30, 20, 14, 7]	[4, 7, 14, 20, 30]
10003	[5, 6, 6, 5, 15]	[5, 5, 6, 6, 15]
10004	[1, 8, 3, 20, 45]	[1, 3, 8, 20, 45]
10005	[2, 20, 24, 12, 9]	[2, 9, 12, 20, 24]
10006	[20, 30, 5, 10, 9]	[5, 9, 10, 20, 30]
10007	[1, 4, 10, 21, 30]	[1, 4, 10, 21, 30]
10008	[4, 12, 28, 15, 12]	[4, 12, 12, 15, 28]
10009	[9, 8, 5, 21, 20]	[5, 8, 9, 20, 21]
10010	[6, 5, 21, 4, 8]	[4, 5, 6, 8, 21]
10011	[2, 16, 20, 18, 24]	[2, 16, 18, 20, 24]
10012	[10, 24, 30, 16, 21]	[10, 16, 21, 24, 30]
10013	[6, 20, 10, 20, 7]	[6, 7, 10, 20, 20]
10014	[2, 15, 8, 12, 12]	[2, 8, 12, 12, 15]
10015	[8, 8, 6, 25, 35]	[6, 8, 8, 25, 35]
10016	[5, 25, 18, 4, 35]	[4, 5, 18, 25, 35]
10017	[8, 9, 25, 16, 15]	[8, 9, 15, 16, 25]
10018	[8, 6, 6, 15, 28]	[6, 6, 8, 15, 28]
10019	[9, 3, 12, 7, 32]	[3, 7, 9, 12, 32]
10020	[15, 12, 16, 5, 24]	[5, 12, 15, 16, 24]
10021	[15, 3, 18, 4, 45]	[3, 4, 15, 18, 45]
10022	[15, 12, 15, 24, 5]	[5, 12, 15, 15, 24]
10023	[15, 8, 35, 30, 27]	[8, 15, 27, 30, 35]
10024	[10, 6, 15, 10, 16]	[6, 10, 10, 15, 16]
10025	[20, 10, 8, 8, 9]	[8, 8, 9, 10, 20]
10026	[2, 16, 25, 25, 5]	[2, 5, 16, 25, 25]
10027	[15, 12, 6, 18, 15]	[6, 12, 15, 15, 18]
10028	[10, 16, 12, 20, 30]	[10, 12, 16, 20, 30]
10029	[3, 2, 6, 12, 16]	[2, 3, 6, 12, 16]
10030	[8, 30, 21, 20, 45]	[8, 20, 21, 30, 45]
10031	[12, 15, 18, 16, 14]	[12, 14, 15, 16, 18]
10032	[2, 25, 15, 40, 25]	[2, 15, 25, 25, 40]
10033	[12, 18, 28, 25, 25]	[12, 18, 25, 25, 28]
10034	[10, 8, 24, 21, 10]	[8, 10, 10, 21, 24]
10035	[4, 5, 15, 5, 24]	[4, 5, 5, 15, 24]
10036	[20, 4, 25, 6, 25]	[4, 6, 20, 25, 25]
10037	[8, 20, 7, 25, 14]	[7, 8, 14, 20, 25]
10038	[8, 4, 4, 12, 35]	[4, 4, 8, 12, 35]
10039	[6, 10, 15, 40, 10]	[6, 10, 10, 15, 40]
10040	[10, 18, 16, 6, 8]	[6, 8, 10, 16, 18]
10041	[15, 18, 6, 8, 15]	[6, 8, 15, 15, 18]
10042	[16, 8, 35, 7, 25]	[7, 8, 16, 25, 35]
10043	[8, 6, 28, 12, 45]	[6, 8, 12, 28, 45]
10044	[3, 15, 25, 7, 6]	[3, 6, 7, 15, 25]
10045	[1, 4, 20, 24, 40]	[1, 4, 20, 24, 40]
10046	[5, 24, 35, 30, 24]	[5, 24, 24, 30, 35]
10047	[20, 12, 15, 10, 28]	[10, 12, 15, 20, 28]
10048	[5, 12, 20, 14, 24]	[5, 12, 14, 20, 24]
10049	[8, 5, 25, 12, 35]	[5, 8, 12, 25, 35]
10050	[9, 9, 4, 16, 24]	[4, 9, 9, 16, 24]
10051	[4, 15, 7, 5, 5]	[4, 5, 5, 7, 15]
10052	[5, 4, 21, 20, 24]	[4, 5, 20, 21, 24]
10053	[20, 15, 14, 24, 16]	[14, 15, 16, 20, 24]
10054	[6, 12, 3, 12, 24]	[3, 6, 12, 12, 24]
10055	[6, 3, 9, 7, 18]	[3, 6, 7, 9, 18]
10056	[12, 10, 18, 40, 14]	[10, 12, 14, 18, 40]
10057	[12, 18, 10, 12, 24]	[10, 12, 12, 18, 24]
10058	[25, 15, 7, 12, 18]	[7, 12, 15, 18, 25]
10059	[6, 12, 20, 18, 6]	[6, 6, 12, 18, 20]
10060	[4, 10, 16, 12, 40]	[4, 10, 12, 16, 40]
10061	[4, 10, 18, 40, 40]	[4, 10, 18, 40, 40]
10062	[2, 15, 30, 4, 16]	[2, 4, 15, 16, 30]
10063	[9, 24, 15, 8, 8]	[8, 8, 9, 15, 24]
10064	[1, 20, 20, 5, 36]	[1, 5, 20, 20, 36]
10065	[15, 16, 7, 28, 25]	[7, 15, 16, 25, 28]
10066	[3, 10, 12, 10, 36]	[3, 10, 10, 12, 36]
10067	[6, 8, 28, 18, 6]	[6, 6, 8, 18, 28]
10068	[3, 4, 4, 20, 16]	[3, 4, 4, 16, 20]
10069	[16, 10, 10, 40, 24]	[10, 10, 16, 24, 40]
10070	[20, 10, 9, 8, 36]	[8, 9, 10, 20, 36]
10071	[16, 4, 12, 16, 36]	[4, 12, 16, 16, 36]
10072	[9, 20, 3, 20, 40]	[3, 9, 20, 20, 40]
10073	[12, 20, 20, 35, 20]	[12, 20, 20, 20, 35]
10074	[8, 12, 21, 32, 30]	[8, 12, 21, 30, 32]
10075	[6, 30, 5, 25, 45]	[5, 6, 25, 30, 45]
10076	[25, 12, 5, 8, 25]	[5, 8, 12, 25, 25]
10077	[8, 12, 3, 20, 6]	[3, 6, 8, 12, 20]
10078	[15, 20, 6, 12, 14]	[6, 12, 14, 15, 20]
10079	[4, 15, 12, 32, 30]	[4, 12, 15, 30, 32]
10080	[2, 12, 10, 8, 25]	[2, 8, 10, 12, 25]
10081	[2, 30, 30, 18, 30]	[2, 18, 30, 30, 30]
10082	[5, 30, 15, 21, 18]	[5, 15, 18, 21, 30]
10083	[6, 5, 14, 24, 27]	[5, 6, 14, 24, 27]
10084	[20, 16, 24, 30, 10]	[10, 16, 20, 24, 30]
10085	[5, 20, 6, 18, 28]	[5, 6, 18, 20, 28]
10086	[8, 6, 3, 5, 8]	[3, 5, 6, 8, 8]
10087	[20, 20, 6, 25, 8]	[6, 8, 20, 20, 25]
10088	[15, 4, 15, 40, 10]	[4, 10, 15, 15, 40]
10089	[9, 10, 9, 18, 5]	[5, 9, 9, 10, 18]
10090	[1, 8, 12, 35, 24]	[1, 8, 12, 24, 35]
10091	[3, 6, 20, 12, 15]	[3, 6, 12, 15, 20]
10092	[25, 15, 14, 12, 15]	[12, 14, 15, 15, 25]
10093	[8, 12, 28, 16, 10]	[8, 10, 12, 16, 28]
10094	[8, 12, 21, 8, 18]	[8, 8, 12, 18, 21]
10095	[6, 18, 20, 4, 18]	[4, 6, 18, 18, 20]
10096	[12, 25, 35, 5, 36]	[5, 12, 25, 35, 36]
10097	[4, 6, 12, 18, 18]	[4, 6, 12, 18, 18]
10098	[15, 16, 8, 32, 25]	[8, 15, 16, 25, 32]
10099	[2, 15, 16, 12, 35]	[2, 12, 15, 16, 35]
10100	[5, 30, 6, 12, 21]	[5, 6, 12, 21, 30]
10101	[4, 6, 24, 40, 7]	[4, 6, 7, 24, 40]
10102	[12, 15, 3, 32, 16]	[3, 12, 15, 16, 32]
10103	[4, 12, 4, 6, 18]	[4, 4, 6, 12, 18]
10104	[16, 5, 12, 20, 25]	[5, 12, 16, 20, 25]
10105	[6, 24, 24, 4, 40]	[4, 6, 24, 24, 40]
10106	[8, 18, 28, 30, 24]	[8, 18, 24, 28, 30]
10107	[2, 12, 14, 7, 14]	[2, 7, 12, 14, 14]
10108	[10, 16, 25, 8, 20]	[8, 10, 16, 20, 25]
10109	[4, 12, 3, 8, 30]	[3, 4, 8, 12, 30]
10110	[4, 10, 7, 12, 20]	[4, 7, 10, 12, 20]
10111	[4, 24, 20, 15, 6]	[4, 6, 15, 20, 24]
10112	[9, 2, 15, 28, 24]	[2, 9, 15, 24, 28]
10113	[8, 12, 12, 4, 27]	[4, 8, 12, 12, 27]
10114	[3, 16, 21, 4, 24]	[3, 4, 16, 21, 24]
10115	[15, 12, 3, 24, 14]	[3, 12, 14, 15, 24]
10116	[9, 12, 28, 28, 24]	[9, 12, 24, 28, 28]
10117	[25, 4, 15, 24, 32]	[4, 15, 24, 25, 32]
10118	[9, 12, 3, 6, 45]	[3, 6, 9, 12, 45]
10119	[12, 12, 7, 16, 6]	[6, 7, 12, 12, 16]
10120	[5, 15, 28, 8, 20]	[5, 8, 15, 20, 28]
10121	[4, 12, 7, 35, 45]	[4, 7, 12, 35, 45]
10122	[20, 8, 24, 20, 40]	[8, 20, 20, 24, 40]
10123	[8, 15, 12, 30, 15]	[8, 12, 15, 15, 30]
10124	[5, 8, 7, 30, 12]	[5, 7, 8, 12, 30]
10125	[15, 4, 12, 16, 18]	[4, 12, 15, 16, 18]
10126	[10, 25, 6, 25, 7]	[6, 7, 10, 25, 25]
10127	[2, 4, 18, 16, 15]	[2, 4, 15, 16, 18]
10128	[2, 12, 5, 18, 18]	[2, 5, 12, 18, 18]
10129	[4, 6, 15, 14, 30]	[4, 6, 14, 15, 30]
10130	[8, 10, 18, 21, 6]	[6, 8, 10, 18, 21]
10131	[2, 18, 7, 16, 10]	[2, 7, 10, 16, 18]
10132	[25, 4, 15, 20, 6]	[4, 6, 15, 20, 25]
10133	[6, 15, 35, 7, 14]	[6, 7, 14, 15, 35]
10134	[6, 25, 10, 5, 5]	[5, 5, 6, 10, 25]
10135	[1, 4, 3, 6, 5]	[1, 3, 4, 5, 6]
10136	[4, 12, 5, 18, 6]	[4, 5, 6, 12, 18]
10137	[4, 4, 5, 18, 12]	[4, 4, 5, 12, 18]
10138	[4, 10, 15, 12, 27]	[4, 10, 12, 15, 27]
10139	[6, 6, 8, 18, 15]	[6, 6, 8, 15, 18]
10140	[20, 6, 24, 24, 25]	[6, 20, 24, 24, 25]
10141	[12, 15, 4, 32, 40]	[4, 12, 15, 32, 40]
10142	[3, 5, 3, 15, 12]	[3, 3, 5, 12, 15]
10143	[3, 8, 20, 10, 32]	[3, 8, 10, 20, 32]
10144	[12, 6, 12, 30, 40]	[6, 12, 12, 30, 40]
10145	[8, 25, 30, 15, 40]	[8, 15, 25, 30, 40]
10146	[4, 8, 10, 18, 45]	[4, 8, 10, 18, 45]
10147	[15, 12, 15, 5, 9]	[5, 9, 12, 15, 15]
10148	[16, 16, 8, 15, 6]	[6, 8, 15, 16, 16]
10149	[4, 3, 6, 4, 30]	[3, 4, 4, 6, 30]
10150	[6, 6, 12, 24, 6]	[6, 6, 6, 12, 24]
10151	[9, 8, 12, 6, 18]	[6, 8, 9, 12, 18]
10152	[6, 30, 4, 24, 14]	[4, 6, 14, 24, 30]
10153	[8, 25, 18, 4, 18]	[4, 8, 18, 18, 25]
10154	[5, 9, 6, 20, 27]	[5, 6, 9, 20, 27]
10155	[10, 4, 3, 8, 10]	[3, 4, 8, 10, 10]
10156	[8, 30, 15, 5, 27]	[5, 8, 15, 27, 30]
10157	[10, 3, 24, 8, 5]	[3, 5, 8, 10, 24]
10158	[12, 16, 18, 21, 6]	[6, 12, 16, 18, 21]
10159	[5, 8, 12, 25, 30]	[5, 8, 12, 25, 30]
10160	[25, 8, 12, 5, 14]	[5, 8, 12, 14, 25]
10161	[20, 8, 10, 16, 6]	[6, 8, 10, 16, 20]
10162	[20, 10, 18, 24, 21]	[10, 18, 20, 21, 24]
10163	[10, 12, 5, 10, 20]	[5, 10, 10, 12, 20]
10164	[5, 10, 18, 30, 15]	[5, 10, 15, 18, 30]
10165	[3, 25, 24, 14, 9]	[3, 9, 14, 24, 25]
10166	[15, 12, 12, 24, 40]	[12, 12, 15, 24, 40]
10167	[9, 20, 20, 12, 40]	[9, 12, 20, 20, 40]
10168	[5, 20, 15, 6, 35]	[5, 6, 15, 20, 35]
10169	[12, 10, 12, 20, 7]	[7, 10, 12, 12, 20]
10170	[20, 20, 10, 35, 15]	[10, 15, 20, 20, 35]
10171	[15, 6, 18, 24, 7]	[6, 7, 15, 18, 24]
10172	[8, 6, 18, 24, 24]	[6, 8, 18, 24, 24]
10173	[2, 15, 35, 10, 12]	[2, 10, 12, 15, 35]
10174	[15, 9, 24, 7, 30]	[7, 9, 15, 24, 30]
10175	[8, 8, 7, 6, 18]	[6, 7, 8, 8, 18]
10176	[4, 6, 15, 16, 14]	[4, 6, 14, 15, 16]
10177	[5, 20, 15, 30, 32]	[5, 15, 20, 30, 32]
10178	[10, 25, 30, 5, 8]	[5, 8, 10, 25, 30]
10179	[20, 2, 12, 28, 18]	[2, 12, 18, 20, 28]
10180	[5, 20, 12, 16, 30]	[5, 12, 16, 20, 30]
10181	[1, 9, 20, 12, 25]	[1, 9, 12, 20, 25]
10182	[25, 9, 35, 24, 5]	[5, 9, 24, 25, 35]
10183	[15, 12, 30, 16, 9]	[9, 12, 15, 16, 30]
10184	[4, 12, 16, 4, 16]	[4, 4, 12, 16, 16]
10185	[4, 3, 28, 25, 32]	[3, 4, 25, 28, 32]
10186	[10, 6, 6, 8, 15]	[6, 6, 8, 10, 15]
10187	[5, 25, 28, 14, 24]	[5, 14, 24, 25, 28]
